crystallize	crystal:r|ize:s:make
crystallized	crystal:r|ize:s:make
crystallizes	crystal:r|ize:s:make
crystallizing	crystal:r|ize:s:make
crystallographers	crystal:r|graph:r|er:s:one who/more
crystallography	crystal:r|graph:r|y:s:quality of
cuban	cuba:r|n:s
cubans	cuba:r|n:s
cubbyhole	cubby:r|hole:r
cubbyholes	cubby:r|hole:r
cubic	cube:r|ic:s:relating to
cubical	cube:r|ic:s:relating to|al:s:relating to
cubism	cube:r|ism:s:belief/system
cubist	cube:r|ist:s:one who
cubists	cube:r|ist:s:one who
cuddleback	cuddle:r|back:r
cuddlesome	cuddle:r|some:s
cuddlier	cuddle:r|y:s:quality of|er:s:one who/more
cuddliest	cuddle:r|y:s:quality of|est:s:most
cuddly	cuddle:r|y:s:quality of
cufflinks	cuff:r|link:r
culmination	culminate:r|ion:s:action/state
culminations	culminate:r|ion:s:action/state
culpability	culp:r|able:s:capable of|ity:s:state of
culpable	culp:r|able:s:capable of
culpably	culp:r|able:s:capable of|y:s:quality of
cultist	cult:r|ist:s:one who
cultivable	cultiv:r|able:s:capable of
cultivate	cultiv:r|ate:s:make/cause
cultivated	cultiv:r|ate:s:make/cause
cultivates	cultiv:r|ate:s:make/cause
cultivating	cultiv:r|ate:s:make/cause
cultivation	cultiv:r|ate:s:make/cause|ion:s:action/state
cultivator	cultiv:r|ate:s:make/cause|or:s:one who
cultivators	cultiv:r|ate:s:make/cause|or:s:one who
cultural	culture:r|al:s:relating to
culturally	culture:r|al:s:relating to|ly:s:in manner of
cumbersome	cumber:r|some:s
cumbrous	cumber:r|ious:s:full of
cumulate	cumul:r|ate:s:make/cause
cumulation	cumul:r|ate:s:make/cause|ion:s:action/state
cumulations	cumul:r|ate:s:make/cause|ion:s:action/state
cumulative	cumul:r|ate:s:make/cause|ive:s:tending to
cumulatively	cumul:r|ate:s:make/cause|ive:s:tending to|ly:s:in manner of
cunningham	cunning:r|ham:r
cunningly	cunning:r|ly:s:in manner of
cupcake	cup:r|cake:r
cupcakes	cup:r|cake:r
cupful	cup:r|ful:s:full of
cupfuls	cup:r|ful:s:full of
cupidity	cupid:r|ity:s:state of
cupply	cup:r|ply:r
curability	cure:r|able:s:capable of|ity:s:state of
curable	cure:r|able:s:capable of
curably	cure:r|able:s:capable of|y:s:quality of
curative	cure:r|ive:s:tending to
curatives	cure:r|ive:s:tending to
curator	curate:r|or:s:one who
curators	curate:r|or:s:one who
curatorship	curate:r|or:s:one who|ship:s:state/skill
curatorships	curate:r|or:s:one who|ship:s:state/skill
curbside	curb:r|side:r
curiosities	curious:r|ity:s:state of
curiosity	curious:r|ity:s:state of
curiously	curious:r|ly:s:in manner of
curler	curl:r|er:s:one who/more
curlers	curl:r|er:s:one who/more
curlier	curl:r|y:s:quality of|er:s:one who/more
curliest	curl:r|y:s:quality of|est:s:most
curliness	curl:r|y:s:quality of|ness:s:state of
curly	curl:r|y:s:quality of
currently	current:r|ly:s:in manner of
curricular	curricula:r|er:s:one who/more
cursedly	curse:r|ly:s:in manner of
cursive	curse:r|ive:s:tending to
cursively	curse:r|ive:s:tending to|ly:s:in manner of
cursorily	curse:r|ory:s:relating to|ly:s:in manner of
cursory	curse:r|ory:s:relating to
curtailment	curtail:r|ment:s:result of
curtailments	curtail:r|ment:s:result of
curter	curt:r|er:s:one who/more
curtly	curt:r|ly:s:in manner of
curtness	curt:r|ness:s:state of
curvaceous	curve:r|ious:s:full of
curvaceously	curve:r|ious:s:full of|ly:s:in manner of
curvature	curve:r|ure:s:action/result
cushier	cushy:r|er:s:one who/more
cushiest	cushy:r|est:s:most
cussedness	cuss:r|ness:s:state of
custodial	custody:r|al:s:relating to
custodian	custody:r|ian:s
custodians	custody:r|ian:s
custodianship	custody:r|ian:s|ship:s:state/skill
customarily	custom:r|ory:s:relating to|ly:s:in manner of
customary	custom:r|ory:s:relating to
customer	custom:r|er:s:one who/more
customers	custom:r|er:s:one who/more
customhouse	custom:r|house:r
customhouses	custom:r|house:r
cutback	cut:r|back:r
cutbacks	cut:r|back:r
cutely	cute:r|ly:s:in manner of
cuteness	cute:r|ness:s:state of
cuter	cute:r|er:s:one who/more
cutest	cute:r|est:s:most
cutlets	cut:r|let:s:small
cutoff	cut:r|off:r
cutout	cut:r|out:r
cutouts	cut:r|out:r
cutpurse	cut:r|purse:r
cutpurses	cut:r|purse:r
cutter	cut:r|er:s:one who/more
cutters	cut:r|er:s:one who/more
cutthroat	cut:r|throat:r
cutthroats	cut:r|throat:r
cuttingly	cut:r|ly:s:in manner of
cuttlefish	cuttle:r|fish:r
cuttlefishes	cuttle:r|fish:r
cutworm	cut:r|worm:r
cutworms	cut:r|worm:r
cyanide	cyano:r|ide:s
cybernetically	cybernetic:r|al:s:relating to|ly:s:in manner of
cyclic	cycle:r|ic:s:relating to
cyclical	cycle:r|ic:s:relating to|al:s:relating to
cyclically	cycle:r|ic:s:relating to|ly:s:in manner of
cyclist	cycle:r|ist:s:one who
cyclists	cycle:r|ist:s:one who
cyclonic	cyclone:r|ic:s:relating to
cyclorama	cycle:r|rama:r
cylindrical	cylinder:r|ic:s:relating to|al:s:relating to
cylindrically	cylinder:r|ic:s:relating to|ly:s:in manner of
cynical	cynic:r|al:s:relating to
cynically	cynic:r|al:s:relating to|ly:s:in manner of
cynicism	cynic:r|ism:s:belief/system
cynicisms	cynic:r|ism:s:belief/system
cystitis	cyst:r|itis:s
cytologist	cyto:r|log:r|ist:s:one who
cytologists	cyto:r|log:r|ist:s:one who
cytology	cyto:r|log:r|y:s:quality of
cytolysis	cyto:r|sis:s
cytoplasm	cyto:r|plasm:r
czarina	czar:r|ina:s
czarinas	czar:r|ina:s
czarship	czar:r|ship:r
czechoslovak	czech:r|slovak:r
czechoslovakia	czech:r|slovak:r|ia:s:condition
czechoslovakian	czech:r|slovak:r|ia:s:condition|n:s
czechoslovakians	czech:r|slovak:r|ia:s:condition|n:s
czechoslovaks	czech:r|slovak:r
dabbler	dabble:r|er:s:one who/more
dabblers	dabble:r|er:s:one who/more
dactylic	dactyl:r|ic:s:relating to
dadaism	dada:r|ism:s:belief/system
daddies	dad:r|y:s:quality of
daddy	dad:r|y:s:quality of
dafter	daft:r|er:s:one who/more
daftest	daft:r|est:s:most
daftly	daft:r|ly:s:in manner of
daftness	daft:r|ness:s:state of
daggerman	dagger:r|man:r
daguerreotype	daguerreo:r|typo:r
daguerreotypes	daguerreo:r|typo:r
dailies	day:r|ly:s:in manner of
daily	day:r|ly:s:in manner of
daintier	dainty:r|er:s:one who/more
daintiest	dainty:r|est:s:most
daintily	dainty:r|ly:s:in manner of
daintiness	dainty:r|ness:s:state of
dairymaid	dairy:r|maid:r
dairymaids	dairy:r|maid:r
dairyman	dairy:r|man:r
dairymen	dairy:r|men:r
dalesman	dale:r|man:r
dalliance	dally:r|ance:s:state of
dammit	damm:r|it:r
damnable	damn:r|able:s:capable of
damnably	damn:r|able:s:capable of|y:s:quality of
damnation	damn:r|ion:s:action/state
damnedest	damn:r|est:s:most
damnit	damn:r|it:r
dampen	damp:r|en:s:made of/make
dampened	damp:r|en:s:made of/make
dampening	damp:r|en:s:made of/make
dampens	damp:r|en:s:made of/make
damper	damp:r|er:s:one who/more
dampers	damp:r|er:s:one who/more
dampest	damp:r|est:s:most
dampish	damp:r|ish:s
damply	damp:r|ly:s:in manner of
dampness	damp:r|ness:s:state of
danbury	dan:r|bury:r
dancelike	dance:r|like:r
dancer	dance:r|er:s:one who/more
dancers	dance:r|er:s:one who/more
danchin	dan:r|china:r
dandier	dandy:r|er:s:one who/more
dandiest	dandy:r|est:s:most
dandified	dandy:r|ify:s:make
dandifies	dandy:r|ify:s:make
dandify	dandy:r|ify:s:make
dandifying	dandy:r|ify:s:make
dandily	dandy:r|ly:s:in manner of
dangerous	danger:r|ious:s:full of
dangerously	danger:r|ious:s:full of|ly:s:in manner of
danish	dane:r|ish:s
danker	dank:r|er:s:one who/more
dankest	dank:r|est:s:most
dankness	dank:r|ness:s:state of
danubian	danube:r|ian:s
daredevil	dare:r|devil:r
daredevils	dare:r|devil:r
daringly	dare:r|ly:s:in manner of
darken	dark:r|en:s:made of/make
darkened	dark:r|en:s:made of/make
darkening	dark:r|en:s:made of/make
darkens	dark:r|en:s:made of/make
darker	dark:r|er:s:one who/more
darkest	dark:r|est:s:most
darkhaired	dark:r|hair:r
darkies	dark:r|y:s:quality of
darkly	dark:r|ly:s:in manner of
darkness	dark:r|ness:s:state of
darkroom	dark:r|room:r
darkrooms	dark:r|room:r
dartboard	dart:r|board:r
dartboards	dart:r|board:r
darwinism	darwin:r|ism:s:belief/system
dashboard	dash:r|board:r
dashboards	dash:r|board:r
dashingly	dash:r|ly:s:in manner of
datable	date:r|able:s:capable of
dateless	date:r|less:s:without
dateline	date:r|line:r
datelined	date:r|line:r
datelines	date:r|line:r
daughterly	daughter:r|ly:s:in manner of
dauntless	daunt:r|less:s:without
dauntlessly	daunt:r|less:s:without|ly:s:in manner of
dawdler	dawdle:r|er:s:one who/more
dawdlers	dawdle:r|er:s:one who/more
daybed	day:r|bed:r
daybreak	day:r|break:r
daydream	day:r|dream:r
daydreamed	day:r|dream:r
daydreamer	day:r|dream:r|er:s:one who/more
daydreamers	day:r|dream:r|er:s:one who/more
daydreaming	day:r|dream:r
daydreams	day:r|dream:r
daygirl	day:r|girl:r
daygirls	day:r|girl:r
daylight	day:r|light:r
daylights	day:r|light:r
daytime	day:r|time:r
dazedly	daze:r|ly:s:in manner of
dazzler	dazzle:r|er:s:one who/more
deaconess	deacon:r|ess:s:female
deaconesses	deacon:r|ess:s:female
deactivated	de:p:down/from|act:r|ive:s:tending to|ate:s:make/cause
deactivation	de:p:down/from|act:r|ive:s:tending to|ate:s:make/cause|ion:s:action/state
deaden	dead:r|en:s:made of/make
deadened	dead:r|en:s:made of/make
deadening	dead:r|en:s:made of/make
deadens	dead:r|en:s:made of/make
deadheads	dead:r|head:r
deadlier	dead:r|ly:s:in manner of|er:s:one who/more
deadliest	dead:r|ly:s:in manner of|est:s:most
deadline	dead:r|line:r
deadlines	dead:r|line:r
deadliness	dead:r|ly:s:in manner of|ness:s:state of
deadlock	dead:r|lock:r
deadlocks	dead:r|lock:r
deadly	dead:r|ly:s:in manner of
deadness	dead:r|ness:s:state of
deadpan	dead:r|pan:r
deadwood	dead:r|wood:r
deafen	deaf:r|en:s:made of/make
deafened	deaf:r|en:s:made of/make
deafening	deaf:r|en:s:made of/make
deafens	deaf:r|en:s:made of/make
deafer	deaf:r|er:s:one who/more
deafest	deaf:r|est:s:most
deafness	deaf:r|ness:s:state of
dealer	deal:r|er:s:one who/more
dealers	deal:r|er:s:one who/more
dealerships	deal:r|er:s:one who/more|ship:s:state/skill
dealt	deal:r|t:s
deaneries	dean:r|ory:s:relating to
deanery	dean:r|ory:s:relating to
dearborn	dear:r|born:r
dearer	dear:r|er:s:one who/more
dearest	dear:r|est:s:most
dearie	dear:r|y:s:quality of
dearies	dear:r|y:s:quality of
dearly	dear:r|ly:s:in manner of
dearness	dear:r|ness:s:state of
deary	dear:r|y:s:quality of
deathbed	death:r|bed:r
deathbeds	death:r|bed:r
deathblow	death:r|blow:r
deathblows	death:r|blow:r
deathless	death:r|less:s:without
deathlike	death:r|like:r
deathly	death:r|ly:s:in manner of
deathward	death:r|ward:r
debag	de:p:down/from|bag:r
debagged	de:p:down/from|bag:r
debagging	de:p:down/from|bag:r
debags	de:p:down/from|bag:r
debark	de:p:down/from|bark:r
debarkation	de:p:down/from|bark:r|ion:s:action/state
debarkations	de:p:down/from|bark:r|ion:s:action/state
debarked	de:p:down/from|bark:r
debarking	de:p:down/from|bark:r
debarks	de:p:down/from|bark:r
debase	de:p:down/from|base:r
debased	de:p:down/from|base:r
debasement	de:p:down/from|base:r|ment:s:result of
debasements	de:p:down/from|base:r|ment:s:result of
debases	de:p:down/from|base:r
debasing	de:p:down/from|base:r
debatable	debate:r|able:s:capable of
debater	debate:r|er:s:one who/more
debaters	debate:r|er:s:one who/more
debaucheries	debauch:r|ory:s:relating to
debauchery	debauch:r|ory:s:relating to
debone	de:p:down/from|bone:r
deboned	de:p:down/from|bone:r
debones	de:p:down/from|bone:r
deboning	de:p:down/from|bone:r
debrief	de:p:down/from|brief:r
debriefed	de:p:down/from|brief:r
debriefing	de:p:down/from|brief:r
debriefs	de:p:down/from|brief:r
debtor	debt:r|or:s:one who
debtors	debt:r|or:s:one who
debug	de:p:down/from|bug:r
debugged	de:p:down/from|bug:r
debugging	de:p:down/from|bug:r
debugs	de:p:down/from|bug:r
debunk	de:p:down/from|bunk:r
debunked	de:p:down/from|bunk:r
debunker	de:p:down/from|bunk:r|er:s:one who/more
debunkers	de:p:down/from|bunk:r|er:s:one who/more
debunking	de:p:down/from|bunk:r
debunks	de:p:down/from|bunk:r
decadence	decad:r|ance:s:state of
decadent	decad:r|ant:s:one who
decadently	decad:r|ant:s:one who|ly:s:in manner of
decamp	de:p:down/from|camp:r
decamped	de:p:down/from|camp:r
decamping	de:p:down/from|camp:r
decamps	de:p:down/from|camp:r
decant	de:p:down/from|cant:r
decanted	de:p:down/from|cant:r
decanter	de:p:down/from|cant:r|er:s:one who/more
decanters	de:p:down/from|cant:r|er:s:one who/more
decanting	de:p:down/from|cant:r
decants	de:p:down/from|cant:r
decapitate	de:p:down/from|capit:r|ate:s:make/cause
decapitated	de:p:down/from|capit:r|ate:s:make/cause
decapitates	de:p:down/from|capit:r|ate:s:make/cause
decapitating	de:p:down/from|capit:r|ate:s:make/cause
decapitation	de:p:down/from|capit:r|ate:s:make/cause|ion:s:action/state
decapitations	de:p:down/from|capit:r|ate:s:make/cause|ion:s:action/state
decarbonize	de:p:down/from|carbon:r|ize:s:make
decarbonized	de:p:down/from|carbon:r|ize:s:make
decarbonizes	de:p:down/from|carbon:r|ize:s:make
decarbonizing	de:p:down/from|carbon:r|ize:s:make
decasyllabic	deca:p|syllab:r|ic:s:relating to
decasyllable	deca:p|syllab:r|le:s
decasyllables	deca:p|syllab:r|le:s
decathlon	dec:p|athlon:r
decathlons	dec:p|athlon:r
deceitful	deceit:r|ful:s:full of
deceitfully	deceit:r|ful:s:full of|ly:s:in manner of
deceitfulness	deceit:r|ful:s:full of|ness:s:state of
deceive	de:p:down/from|ceive:r
deceived	de:p:down/from|ceive:r
deceiver	de:p:down/from|ceive:r|er:s:one who/more
deceivers	de:p:down/from|ceive:r|er:s:one who/more
deceives	de:p:down/from|ceive:r
deceiving	de:p:down/from|ceive:r
deceivingly	de:p:down/from|ceive:r|ly:s:in manner of
decelerate	de:p:down/from|celer:r|ate:s:make/cause
decelerated	de:p:down/from|celer:r|ate:s:make/cause
decelerates	de:p:down/from|celer:r|ate:s:make/cause
decelerating	de:p:down/from|celer:r|ate:s:make/cause
deceleration	de:p:down/from|celer:r|ate:s:make/cause|ion:s:action/state
decently	decent:r|ly:s:in manner of
decentralization	de:p:down/from|center:r|al:s:relating to|ize:s:make|ion:s:action/state
decentralize	de:p:down/from|center:r|al:s:relating to|ize:s:make
decentralized	de:p:down/from|center:r|al:s:relating to|ize:s:make
decentralizes	de:p:down/from|center:r|al:s:relating to|ize:s:make
decentralizing	de:p:down/from|center:r|al:s:relating to|ize:s:make
deception	de:p:down/from|cept:r|ion:s:action/state
deceptions	de:p:down/from|cept:r|ion:s:action/state
deceptive	de:p:down/from|cept:r|ive:s:tending to
deceptively	de:p:down/from|cept:r|ive:s:tending to|ly:s:in manner of
deceptiveness	de:p:down/from|cept:r|ive:s:tending to|ness:s:state of
decertify	de:p:down/from|cert:r|ify:s:make
decidedly	decide:r|ly:s:in manner of
decimal	decim:r|al:s:relating to
decimalization	decim:r|al:s:relating to|ize:s:make|ion:s:action/state
decimalize	decim:r|al:s:relating to|ize:s:make
decimalized	decim:r|al:s:relating to|ize:s:make
decimalizes	decim:r|al:s:relating to|ize:s:make
decimalizing	decim:r|al:s:relating to|ize:s:make
decimally	decim:r|al:s:relating to|ly:s:in manner of
decimals	decim:r|al:s:relating to
decimate	decim:r|ate:s:make/cause
decimated	decim:r|ate:s:make/cause
decimates	decim:r|ate:s:make/cause
decimating	decim:r|ate:s:make/cause
decimation	decim:r|ate:s:make/cause|ion:s:action/state
decipher	de:p:down/from|cipher:r
decipherable	de:p:down/from|cipher:r|able:s:capable of
deciphered	de:p:down/from|cipher:r
deciphering	de:p:down/from|cipher:r
deciphers	de:p:down/from|cipher:r
decision	decide:r|ion:s:action/state
decisional	decide:r|ion:s:action/state|al:s:relating to
decisions	decide:r|ion:s:action/state
decisive	decide:r|ive:s:tending to
decisively	decide:r|ive:s:tending to|ly:s:in manner of
decisiveness	decide:r|ive:s:tending to|ness:s:state of
declaim	de:p:down/from|claim:r
declaimed	de:p:down/from|claim:r
declaiming	de:p:down/from|claim:r
declaims	de:p:down/from|claim:r
declamation	de:p:down/from|claim:r|ion:s:action/state
declamations	de:p:down/from|claim:r|ion:s:action/state
declamatory	de:p:down/from|claim:r|ory:s:relating to
declarable	declare:r|able:s:capable of
declaration	declare:r|ion:s:action/state
declarations	declare:r|ion:s:action/state
declarative	declare:r|ive:s:tending to
declaratory	declare:r|ory:s:relating to
declassification	de:p:down/from|class:r|ify:s:make|ion:s:action/state
declassifications	de:p:down/from|class:r|ify:s:make|ion:s:action/state
declassified	de:p:down/from|class:r|ify:s:make
declassifies	de:p:down/from|class:r|ify:s:make
declassify	de:p:down/from|class:r|ify:s:make
declassifying	de:p:down/from|class:r|ify:s:make
declination	de:p:down/from|cline:r|ion:s:action/state
declinations	de:p:down/from|cline:r|ion:s:action/state
decline	de:p:down/from|cline:r
declined	de:p:down/from|cline:r
declines	de:p:down/from|cline:r
declining	de:p:down/from|cline:r
declivities	de:p:down/from|clivity:r
declivity	de:p:down/from|clivity:r
declutch	de:p:down/from|clutch:r
declutched	de:p:down/from|clutch:r
declutches	de:p:down/from|clutch:r
declutching	de:p:down/from|clutch:r
decoction	decoct:r|ion:s:action/state
decoctions	decoct:r|ion:s:action/state
decode	de:p:down/from|code:r
decoded	de:p:down/from|code:r
decoder	de:p:down/from|code:r|er:s:one who/more
decoders	de:p:down/from|code:r|er:s:one who/more
decodes	de:p:down/from|code:r
decoding	de:p:down/from|code:r
decoking	deco:r|king:r
decolonization	de:p:down/from|colon:r|ize:s:make|ion:s:action/state
decolonize	de:p:down/from|colon:r|ize:s:make
decolonized	de:p:down/from|colon:r|ize:s:make
decolonizes	de:p:down/from|colon:r|ize:s:make
decolonizing	de:p:down/from|colon:r|ize:s:make
decompose	de:p:down/from|co:p:together|pose:r
decomposed	de:p:down/from|co:p:together|pose:r
decomposes	de:p:down/from|co:p:together|pose:r
decomposing	de:p:down/from|co:p:together|pose:r
decomposition	de:p:down/from|co:p:together|pose:r|it:s|ion:s:action/state
decompositions	de:p:down/from|co:p:together|pose:r|it:s|ion:s:action/state
decompress	de:p:down/from|co:p:together|press:r
decompressed	de:p:down/from|co:p:together|press:r
decompresses	de:p:down/from|co:p:together|press:r
decompressing	de:p:down/from|co:p:together|press:r
decompression	de:p:down/from|co:p:together|press:r|ion:s:action/state
decongestant	de:p:down/from|congest:r|ant:s:one who
decongestants	de:p:down/from|congest:r|ant:s:one who
decontaminate	de:p:down/from|contaminate:r
decontaminated	de:p:down/from|contaminate:r
decontaminates	de:p:down/from|contaminate:r
decontaminating	de:p:down/from|contaminate:r
decontamination	de:p:down/from|contaminate:r|ion:s:action/state
decontrol	de:p:down/from|control:r
decontrolled	de:p:down/from|control:r
decontrolling	de:p:down/from|control:r
decontrols	de:p:down/from|control:r
decorate	decor:r|ate:s:make/cause
decorated	decor:r|ate:s:make/cause
decorates	decor:r|ate:s:make/cause
decorating	decor:r|ate:s:make/cause
decoration	decor:r|ion:s:action/state
decorations	decor:r|ate:s:make/cause|ion:s:action/state
decorative	decor:r|ate:s:make/cause|ive:s:tending to
decoratively	decor:r|ate:s:make/cause|ive:s:tending to|ly:s:in manner of
decorativeness	decor:r|ate:s:make/cause|ive:s:tending to|ness:s:state of
decorator	decor:r|ate:s:make/cause|or:s:one who
decorators	decor:r|ate:s:make/cause|or:s:one who
decorous	decor:r|ious:s:full of
decorously	decor:r|ious:s:full of|ly:s:in manner of
decorticated	de:p:down/from|corticate:r
decorum	decor:r|ium:s
decrease	de:p:down/from|crease:r
decreased	de:p:down/from|crease:r
decreases	de:p:down/from|crease:r
decreasing	de:p:down/from|crease:r
decrement	de:p:down/from|crement:r
decried	de:p:down/from|cry:r
decries	de:p:down/from|cry:r
decry	de:p:down/from|cry:r
decrying	de:p:down/from|cry:r
dedicatedly	dedicate:r|ly:s:in manner of
dedication	dedicate:r|ion:s:action/state
dedications	dedicate:r|ion:s:action/state
deduce	de:p:down/from|duct:r
deduced	de:p:down/from|duct:r
deduces	de:p:down/from|duct:r
deducible	de:p:down/from|duct:r|able:s:capable of
deducing	de:p:down/from|duct:r
deduct	de:p:down/from|duct:r
deductable	de:p:down/from|duct:r|able:s:capable of
deducted	de:p:down/from|duct:r
deductibility	de:p:down/from|duct:r|able:s:capable of|ity:s:state of
deductible	de:p:down/from|duct:r|able:s:capable of
deductibles	de:p:down/from|duct:r|able:s:capable of
deducting	de:p:down/from|duct:r
deduction	de:p:down/from|duct:r|ion:s:action/state
deductions	de:p:down/from|duct:r|ion:s:action/state
deductive	de:p:down/from|duct:r|ive:s:tending to
deductively	de:p:down/from|duct:r|ive:s:tending to|ly:s:in manner of
deducts	de:p:down/from|duct:r
deedpoll	deed:r|poll:r
deedpolls	deed:r|poll:r
deepen	deep:r|en:s:made of/make
deepened	deep:r|en:s:made of/make
deepening	deep:r|en:s:made of/make
deepens	deep:r|en:s:made of/make
deeper	deep:r|er:s:one who/more
deepest	deep:r|est:s:most
deeply	deep:r|ly:s:in manner of
deepness	deep:r|ness:s:state of
deerskin	deer:r|skin:r
deerskins	deer:r|skin:r
deerstalker	deer:r|stalk:r|er:s:one who/more
deerstalkers	deer:r|stalk:r|er:s:one who/more
deface	de:p:down/from|face:r
defaced	de:p:down/from|face:r
defacement	de:p:down/from|face:r|ment:s:result of
defacements	de:p:down/from|face:r|ment:s:result of
defaces	de:p:down/from|face:r
defacing	de:p:down/from|face:r
defalcation	defalcate:r|ion:s:action/state
defalcations	defalcate:r|ion:s:action/state
defamation	de:p:down/from|fame:r|ion:s:action/state
defamatory	de:p:down/from|fame:r|ory:s:relating to
defame	de:p:down/from|fame:r
defamed	de:p:down/from|fame:r
defames	de:p:down/from|fame:r
defaming	de:p:down/from|fame:r
defaulter	default:r|er:s:one who/more
defaulters	default:r|er:s:one who/more
defeatism	defeat:r|ism:s:belief/system
defeatist	defeat:r|ist:s:one who
defeatists	defeat:r|ist:s:one who
defecation	defecate:r|ion:s:action/state
defecations	defecate:r|ion:s:action/state
defect	de:p:down/from|fect:r
defected	de:p:down/from|fect:r
defecting	de:p:down/from|fect:r
defection	de:p:down/from|fect:r|ion:s:action/state
defections	de:p:down/from|fect:r|ion:s:action/state
defective	de:p:down/from|fect:r|ive:s:tending to
defectiveness	de:p:down/from|fect:r|ive:s:tending to|ness:s:state of
defector	de:p:down/from|fect:r|or:s:one who
defectors	de:p:down/from|fect:r|or:s:one who
defects	de:p:down/from|fect:r
defenceless	defence:r|less:s:without
defencelessly	defence:r|less:s:without|ly:s:in manner of
defencelessness	defence:r|less:s:without|ness:s:state of
defendant	defend:r|ant:s:one who
defendants	defend:r|ant:s:one who
defender	defend:r|er:s:one who/more
defenders	defend:r|er:s:one who/more
defenseless	defense:r|less:s:without
defensible	defense:r|able:s:capable of
defensibly	defense:r|able:s:capable of|y:s:quality of
defensive	defense:r|ive:s:tending to
defensively	defense:r|ive:s:tending to|ly:s:in manner of
defensiveness	defense:r|ive:s:tending to|ness:s:state of
deference	defer:r|ance:s:state of
deferent	defer:r|ant:s:one who
deferential	defer:r|ance:s:state of|al:s:relating to
deferentially	defer:r|ance:s:state of|al:s:relating to|ly:s:in manner of
deferents	defer:r|ant:s:one who
deferment	defer:r|ment:s:result of
deferments	defer:r|ment:s:result of
defiance	defy:r|ance:s:state of
defiant	defy:r|ant:s:one who
defiantly	defy:r|ant:s:one who|ly:s:in manner of
deficiently	deficient:r|ly:s:in manner of
defilement	defile:r|ment:s:result of
defiler	defile:r|er:s:one who/more
defilers	defile:r|er:s:one who/more
definable	define:r|able:s:capable of
definite	define:r|ite:s:quality of
definitely	define:r|ite:s:quality of|ly:s:in manner of
definition	define:r|ion:s:action/state
definitions	define:r|ion:s:action/state
definitive	define:r|it:s|ive:s:tending to
definitively	define:r|it:s|ive:s:tending to|ly:s:in manner of
deflate	de:p:down/from|flate:r
deflated	de:p:down/from|flate:r
deflates	de:p:down/from|flate:r
deflating	de:p:down/from|flate:r
deflation	de:p:down/from|flate:r|ion:s:action/state
deflationary	de:p:down/from|flate:r|ion:s:action/state|ory:s:relating to
deflect	de:p:down/from|flect:r
deflected	de:p:down/from|flect:r
deflecting	de:p:down/from|flect:r
deflection	de:p:down/from|flect:r|ion:s:action/state
deflections	de:p:down/from|flect:r|ion:s:action/state
deflects	de:p:down/from|flect:r
deflower	de:p:down/from|flower:r
deflowered	de:p:down/from|flower:r
deflowering	de:p:down/from|flower:r
deflowers	de:p:down/from|flower:r
defocusing	de:p:down/from|foc:r|us:s
defoliant	de:p:down/from|foli:r|ant:s:one who
defoliate	de:p:down/from|foli:r|ate:s:make/cause
defoliated	de:p:down/from|foli:r|ate:s:make/cause
defoliates	de:p:down/from|foli:r|ate:s:make/cause
defoliating	de:p:down/from|foli:r|ate:s:make/cause
defoliation	de:p:down/from|foli:r|ate:s:make/cause|ion:s:action/state
deforest	de:p:down/from|forest:r
deforestation	de:p:down/from|forest:r|ion:s:action/state
deforested	de:p:down/from|forest:r
deforesting	de:p:down/from|forest:r
deforests	de:p:down/from|forest:r
deform	de:p:down/from|form:r
deformation	de:p:down/from|form:r|ion:s:action/state
deformations	de:p:down/from|form:r|ate:s:make/cause|ion:s:action/state
deformed	de:p:down/from|form:r
deforming	de:p:down/from|form:r
deformities	de:p:down/from|form:r|ity:s:state of
deformity	de:p:down/from|form:r|ity:s:state of
deforms	de:p:down/from|form:r
defraud	de:p:down/from|fraud:r
defrauded	de:p:down/from|fraud:r
defrauding	de:p:down/from|fraud:r
defrauds	de:p:down/from|fraud:r
defrayal	defray:r|al:s:relating to
defrayment	defray:r|ment:s:result of
defrayments	defray:r|ment:s:result of
defrock	de:p:down/from|frock:r
defrocked	de:p:down/from|frock:r
defrocking	de:p:down/from|frock:r
defrocks	de:p:down/from|frock:r
defrost	de:p:down/from|frost:r
defrosted	de:p:down/from|frost:r
defroster	de:p:down/from|frost:r|er:s:one who/more
defrosters	de:p:down/from|frost:r|er:s:one who/more
defrosts	de:p:down/from|frost:r
defter	deft:r|er:s:one who/more
deftest	deft:r|est:s:most
deftly	deft:r|ly:s:in manner of
deftness	deft:r|ness:s:state of
defuse	de:p:down/from|fuse:r
defused	de:p:down/from|fuse:r
defuses	de:p:down/from|fuse:r
defusing	de:p:down/from|fuse:r
degeneracy	de:p:down/from|gener:r|acy:s:state of
degenerate	de:p:down/from|gener:r|ate:s:make/cause
degenerated	de:p:down/from|gener:r|ate:s:make/cause
degenerates	de:p:down/from|gener:r|ate:s:make/cause
degenerating	de:p:down/from|gener:r|ate:s:make/cause
degeneration	de:p:down/from|gener:r|ate:s:make/cause|ion:s:action/state
degenerative	de:p:down/from|gener:r|ate:s:make/cause|ive:s:tending to
degeneratively	de:p:down/from|gener:r|ate:s:make/cause|ive:s:tending to|ly:s:in manner of
degradation	degrade:r|ion:s:action/state
degradations	degrade:r|ate:s:make/cause|ion:s:action/state
dehumanised	de:p:down/from|human:r|ize:s:make
dehumanization	de:p:down/from|human:r|ize:s:make|ion:s:action/state
